"","method","Nt","p0","p1","miss0","miss1","ONS","ONS_se","scenario"
"339","RandUCB",82,0.6,0.9,0.2,0.2,56.384,6.68595649114023,10
"340","RandUCB",82,0.6,0.9,0.2,0.3,49.8888,5.33528641106631,10
"341","RandUCB",82,0.6,0.9,0.2,0.4,43.5618,4.64561502213575,10
"342","RandUCB",82,0.6,0.9,0.2,0.5,37.319,4.64320955153802,10
"343","RandUCB",82,0.6,0.9,0.3,0,69.0386,10.7689696401611,10
"344","RandUCB",82,0.6,0.9,0.3,0.1,62.2444,9.45090475034322,10
"345","RandUCB",82,0.6,0.9,0.3,0.2,55.6698,7.93447311082183,10
"346","RandUCB",82,0.6,0.9,0.3,0.3,49.1962,6.41859995657466,10
"347","RandUCB",82,0.6,0.9,0.3,0.4,42.7294,5.18976579499506,10
"348","RandUCB",82,0.6,0.9,0.3,0.5,36.4914,4.48229128164529,10
"349","RandUCB",82,0.6,0.9,0.4,0,68.5495,12.0190679983747,10
"350","RandUCB",82,0.6,0.9,0.4,0.1,61.866,10.4246588122171,10
"351","RandUCB",82,0.6,0.9,0.4,0.2,55.23,8.97418261433093,10
"352","RandUCB",82,0.6,0.9,0.4,0.3,48.5784,7.46248097499955,10
"353","RandUCB",82,0.6,0.9,0.4,0.4,42.1487,6.1345702054146,10
"354","RandUCB",82,0.6,0.9,0.4,0.5,35.6287,4.87745992003288,10
"355","RandUCB",82,0.6,0.9,0.5,0,68.1819,13.1863793533344,10
"356","RandUCB",82,0.6,0.9,0.5,0.1,61.5376,11.4308640401883,10
"357","RandUCB",82,0.6,0.9,0.5,0.2,54.6017,10.2407296792971,10
"358","RandUCB",82,0.6,0.9,0.5,0.3,47.8374,8.68956340049425,10
"359","RandUCB",82,0.6,0.9,0.5,0.4,41.4287,7.1461194373101,10
"360","RandUCB",82,0.6,0.9,0.5,0.5,34.9416,5.6545014615506,10
"361","RandUCB",162,0.7,0.9,0,0,139.5658,11.9102584264817,11
"362","RandUCB",162,0.7,0.9,0,0.1,127.6934,7.88671138445209,11
"363","RandUCB",162,0.7,0.9,0,0.2,116.0729,5.75274673521266,11
"364","RandUCB",162,0.7,0.9,0,0.3,104.733,7.82062831380716,11
"365","RandUCB",162,0.7,0.9,0,0.4,94.158,12.4960414173894,11
"366","RandUCB",162,0.7,0.9,0,0.5,84.0385,18.0642976513056,11
"367","RandUCB",162,0.7,0.9,0.1,0,137.794,15.5815673962619,11
"368","RandUCB",162,0.7,0.9,0.1,0.1,125.535,11.4165672949832,11
"369","RandUCB",162,0.7,0.9,0.1,0.2,113.5575,7.51781520819383,11
"370","RandUCB",162,0.7,0.9,0.1,0.3,102.0048,6.10700470858268,11
"371","RandUCB",162,0.7,0.9,0.1,0.4,91.0357,8.86659388709756,11
"372","RandUCB",162,0.7,0.9,0.1,0.5,80.6197,13.7858288404318,11
"373","RandUCB",162,0.7,0.9,0.2,0,135.7126,19.5180966502803,11
"374","RandUCB",162,0.7,0.9,0.2,0.1,123.2451,15.1953912743831,11
"375","RandUCB",162,0.7,0.9,0.2,0.2,111.4599,10.7146382270814,11
"376","RandUCB",162,0.7,0.9,0.2,0.3,99.5672,7.19534998913511,11
"377","RandUCB",162,0.7,0.9,0.2,0.4,88.2807,6.56964409480097,11
"378","RandUCB",162,0.7,0.9,0.2,0.5,77.513,9.82425990129846,11
"379","RandUCB",162,0.7,0.9,0.3,0,134.1234,23.0799575581085,11
"380","RandUCB",162,0.7,0.9,0.3,0.1,121.6001,18.7651377034463,11
"381","RandUCB",162,0.7,0.9,0.3,0.2,109.1994,14.4262625563635,11
"382","RandUCB",162,0.7,0.9,0.3,0.3,97.1663,10.1659421082305,11
"383","RandUCB",162,0.7,0.9,0.3,0.4,85.6939,6.84940101172518,11
"384","RandUCB",162,0.7,0.9,0.3,0.5,74.5922,6.93613077666613,11
"385","RandUCB",162,0.7,0.9,0.4,0,133.075,26.2481555841007,11
"386","RandUCB",162,0.7,0.9,0.4,0.1,119.8226,22.638798129717,11
"387","RandUCB",162,0.7,0.9,0.4,0.2,107.5444,17.9469562311774,11
"388","RandUCB",162,0.7,0.9,0.4,0.3,94.943,13.6470427264488,11
"389","RandUCB",162,0.7,0.9,0.4,0.4,83.2671,9.36154482134996,11
"390","RandUCB",162,0.7,0.9,0.4,0.5,71.772,6.43228990603996,11
"391","RandUCB",162,0.7,0.9,0.5,0,131.115,30.3397631026103,11
"392","RandUCB",162,0.7,0.9,0.5,0.1,118.8466,25.4525490209756,11
"393","RandUCB",162,0.7,0.9,0.5,0.2,105.4161,22.0615101888602,11
"394","RandUCB",162,0.7,0.9,0.5,0.3,93.3807,17.0054898835234,11
"395","RandUCB",162,0.7,0.9,0.5,0.4,80.9735,12.7062481726221,11
"396","RandUCB",162,0.7,0.9,0.5,0.5,69.122,8.54412173377815,11
"397","RandUCB",526,0.8,0.9,0,0,455.5983,24.8893327551885,12
"398","RandUCB",526,0.8,0.9,0,0.1,424.2598,9.24921935980959,12
"399","RandUCB",526,0.8,0.9,0,0.2,394.7992,22.5482088320149,12
"400","RandUCB",526,0.8,0.9,0,0.3,366.8559,44.343247147077,12
"401","RandUCB",526,0.8,0.9,0,0.4,342.6048,66.982508781086,12
"402","RandUCB",526,0.8,0.9,0,0.5,322.8906,90.379830067379,12
"403","RandUCB",526,0.8,0.9,0.1,0,442.8214,43.4650713019354,12
"404","RandUCB",526,0.8,0.9,0.1,0.1,410.0792,23.5204857238295,12
"405","RandUCB",526,0.8,0.9,0.1,0.2,378.5548,10.3195274225433,12
"406","RandUCB",526,0.8,0.9,0.1,0.3,349.8844,25.3617656829302,12
"407","RandUCB",526,0.8,0.9,0.1,0.4,323.7119,47.3966511754181,12
"408","RandUCB",526,0.8,0.9,0.1,0.5,300.7143,70.2687173981031,12
"409","RandUCB",526,0.8,0.9,0.2,0,431.5994,61.5725640013778,12
"410","RandUCB",526,0.8,0.9,0.2,0.1,396.7191,41.5912127508661,12
"411","RandUCB",526,0.8,0.9,0.2,0.2,363.9606,22.0129712835517,12
"412","RandUCB",526,0.8,0.9,0.2,0.3,333.4512,11.4879683104364,12
"413","RandUCB",526,0.8,0.9,0.2,0.4,304.7899,27.7552120000788,12
"414","RandUCB",526,0.8,0.9,0.2,0.5,278.9473,49.7337739120686,12
"415","RandUCB",526,0.8,0.9,0.3,0,422.7923,78.5043632813834,12
"416","RandUCB",526,0.8,0.9,0.3,0.1,386.9051,58.9427274436961,12
"417","RandUCB",526,0.8,0.9,0.3,0.2,350.7877,39.6735078790966,12
"418","RandUCB",526,0.8,0.9,0.3,0.3,318.8052,20.0033963752822,12
"419","RandUCB",526,0.8,0.9,0.3,0.4,287.8753,12.4185817236592,12
"420","RandUCB",526,0.8,0.9,0.3,0.5,260.2385,30.3789747351782,12
"421","RandUCB",526,0.8,0.9,0.4,0,413.1285,95.7118449486601,12
"422","RandUCB",526,0.8,0.9,0.4,0.1,376.7465,76.3994733339345,12
"423","RandUCB",526,0.8,0.9,0.4,0.2,340.7436,57.0040648145423,12
"424","RandUCB",526,0.8,0.9,0.4,0.3,306.1423,37.2155149119963,12
"425","RandUCB",526,0.8,0.9,0.4,0.4,273.0967,18.5865676002729,12
"426","RandUCB",526,0.8,0.9,0.4,0.5,242.8094,13.7897529843263,12
"427","RandUCB",526,0.8,0.9,0.5,0,410.3751,109.344984487416,12
"428","RandUCB",526,0.8,0.9,0.5,0.1,369.0344,92.640602571251,12
"429","RandUCB",526,0.8,0.9,0.5,0.2,333.4691,73.2207291189269,12
"430","RandUCB",526,0.8,0.9,0.5,0.3,294.6179,54.9336296812526,12
"431","RandUCB",526,0.8,0.9,0.5,0.4,260.3883,35.161799702601,12
"432","RandUCB",526,0.8,0.9,0.5,0.5,227.7616,16.4668357952617,12
