"","method","Nt","p0","p1","miss0","miss1","ONS","ONS_se","scenario"
"374","TS",162,0.7,0.9,0.2,0.1,120.802,6.21574061809463,11
"375","TS",162,0.7,0.9,0.2,0.2,109.747,6.04131512905001,11
"376","TS",162,0.7,0.9,0.2,0.3,99.387,6.15882798608324,11
"377","TS",162,0.7,0.9,0.2,0.4,88.54,6.62693868360922,11
"378","TS",162,0.7,0.9,0.2,0.5,78.132,6.85795943467207,11
"379","TS",162,0.7,0.9,0.3,0,128.432,7.86137247414071,11
"380","TS",162,0.7,0.9,0.3,0.1,117.964,6.91379089244855,11
"381","TS",162,0.7,0.9,0.3,0.2,106.337,6.87857149019662,11
"382","TS",162,0.7,0.9,0.3,0.3,96.034,6.48065142118004,11
"383","TS",162,0.7,0.9,0.3,0.4,84.997,6.29560367444025,11
"384","TS",162,0.7,0.9,0.3,0.5,75.08,6.64256906051595,11
"385","TS",162,0.7,0.9,0.4,0,125.288,8.40450425020368,11
"386","TS",162,0.7,0.9,0.4,0.1,114.309,8.01734349998781,11
"387","TS",162,0.7,0.9,0.4,0.2,103.116,7.21960294383747,11
"388","TS",162,0.7,0.9,0.4,0.3,92.203,6.82322118557997,11
"389","TS",162,0.7,0.9,0.4,0.4,81.826,6.46200290014493,11
"390","TS",162,0.7,0.9,0.4,0.5,71.251,6.37688510666953,11
"391","TS",162,0.7,0.9,0.5,0,121.419,9.97692226981738,11
"392","TS",162,0.7,0.9,0.5,0.1,109.823,9.2402951280819,11
"393","TS",162,0.7,0.9,0.5,0.2,99.882,8.44033857823934,11
"394","TS",162,0.7,0.9,0.5,0.3,89.035,7.25537148707187,11
"395","TS",162,0.7,0.9,0.5,0.4,78.217,6.78807697282441,11
"396","TS",162,0.7,0.9,0.5,0.5,67.944,6.53219209251638,11
"397","TS",526,0.8,0.9,0,0,460.907,8.4401176879583,12
"398","TS",526,0.8,0.9,0,0.1,424.869,9.56490074837822,12
"399","TS",526,0.8,0.9,0,0.2,388.851,11.4083719237212,12
"400","TS",526,0.8,0.9,0,0.3,354.497,13.9564599298595,12
"401","TS",526,0.8,0.9,0,0.4,319.92,17.0158496449381,12
"402","TS",526,0.8,0.9,0,0.5,288.922,21.6086753608557,12
"403","TS",526,0.8,0.9,0.1,0,450.409,10.9556261685375,12
"404","TS",526,0.8,0.9,0.1,0.1,414.562,9.71403718947578,12
"405","TS",526,0.8,0.9,0.1,0.2,379.063,10.6896819550584,12
"406","TS",526,0.8,0.9,0.1,0.3,343.884,11.9042957060154,12
"407","TS",526,0.8,0.9,0.1,0.4,309.98,15.2041693875978,12
"408","TS",526,0.8,0.9,0.1,0.5,277.634,17.9799143858173,12
"409","TS",526,0.8,0.9,0.2,0,439.564,14.9604719083229,12
"410","TS",526,0.8,0.9,0.2,0.1,403.78,12.1727472567114,12
"411","TS",526,0.8,0.9,0.2,0.2,367.603,11.0608197134178,12
"412","TS",526,0.8,0.9,0.2,0.3,332.67,11.4164545913097,12
"413","TS",526,0.8,0.9,0.2,0.4,298.678,12.3294091638785,12
"414","TS",526,0.8,0.9,0.2,0.5,264.848,15.3443261287143,12
"415","TS",526,0.8,0.9,0.3,0,428.093,19.0580051043796,12
"416","TS",526,0.8,0.9,0.3,0.1,391.707,15.3654563306219,12
"417","TS",526,0.8,0.9,0.3,0.2,356.209,12.8195811421692,12
"418","TS",526,0.8,0.9,0.3,0.3,321.108,11.8050707619944,12
"419","TS",526,0.8,0.9,0.3,0.4,286.908,11.1387435381019,12
"420","TS",526,0.8,0.9,0.3,0.5,254.28,12.5702669666007,12
"421","TS",526,0.8,0.9,0.4,0,414.814,23.7779897551664,12
"422","TS",526,0.8,0.9,0.4,0.1,380.198,19.4653460204461,12
"423","TS",526,0.8,0.9,0.4,0.2,344.282,15.9690164219806,12
"424","TS",526,0.8,0.9,0.4,0.3,308.681,13.5360431243205,12
"425","TS",526,0.8,0.9,0.4,0.4,275.092,11.8276552802924,12
"426","TS",526,0.8,0.9,0.4,0.5,241.242,11.4514003759615,12
"427","TS",526,0.8,0.9,0.5,0,401.506,29.3594949538296,12
"428","TS",526,0.8,0.9,0.5,0.1,367.183,23.5888945681426,12
"429","TS",526,0.8,0.9,0.5,0.2,331.129,19.9523546343647,12
"430","TS",526,0.8,0.9,0.5,0.3,295.954,16.1302842526122,12
"431","TS",526,0.8,0.9,0.5,0.4,261.382,13.5160926587813,12
"432","TS",526,0.8,0.9,0.5,0.5,228.044,11.2427070789229,12
